titulo,texto,tecnologia,tipo,url,categoria
Scikit-learn - Scikit-learn Official Docs - Parte 1,"scikit-learn: machine learning in Python — scikit-learn 1.9.0 documentation Skip to main content Back to top Ctrl + K scikit-learn Machine Learning in Python Getting Started Release Highlights for 1.9 Simple and efficient tools for predictive data analysis Accessible to everybody, and reusable in various contexts Built on NumPy, SciPy, and matplotlib Open source, commercially usable - BSD license System Settings Light Dark GitHub Choose version Classification Identifying which category an object belongs to. Applications: Spam detection, image recognition. Algorithms: Gradient boosting , nearest neighbors , random forest , logistic regression , and more... Examples Regression Predicting a continuous-valued attribute associated with an object. Applications: Drug response, stock prices. Algorithms: Gradient boosting , nearest neighbors , random forest , ridge , and more... Examples Clustering Automatic grouping of similar objects into sets. Applications: Customer segmentation, grouping experiment outcomes. Algorithms: k-Means , HDBSCAN , hierarchical clustering , and more... Examples Dimensionality reduction Reducing the number of random variables to consider. Applications: Visualization, increased efficiency. Algorithms: PCA , feature selection , non-negative matrix factorization , and more... Examples Model selection Comparing, validating and choosing parameters and models. Applications: Improved accuracy via parameter tuning. Algorithms: Grid search , cross validation , metri",Scikit-learn,docs,https://scikit-learn.org/stable/,Data Science
Pandas - Pandas GitHub - Parte 6,"our own or are looking for something in the documentation and thinking ‘this can be improved’... you can do something about it! Feel free to ask questions on the mailing list or on Slack . As contributors and maintainers to this project, you are expected to abide by pandas' code of conduct. More information can be found at: Contributor Code of Conduct Go to Top About Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more pandas.pydata.org Topics alignment data-analysis data-science flexible pandas python Resources Readme BSD-3-Clause license Code of conduct Code of conduct Contributing Contributing Security policy Security policy Cite this repository Activity Custom properties Stars 49.3k stars Watchers 1.1k watching Forks 20.2k forks Report repository Releases Sponsor this project Packages Used by Contributors Languages You can’t perform that action at this time.",Pandas,github,https://github.com/pandas-dev/pandas,Data Science
Pandas - Pandas GitHub - Parte 4,". # conda conda install -c conda-forge pandas # or PyPI pip install pandas The list of changes to pandas between each release can be found here . For full details, see the commit logs at https://github.com/pandas-dev/pandas . Dependencies NumPy - Adds support for large, multi-dimensional arrays, matrices and high-level mathematical functions to operate on these arrays python-dateutil - Provides powerful extensions to the standard datetime module tzdata - Provides an IANA time zone database (Only required on Windows/Emscripten) See the full installation instructions for minimum supported versions of required, recommended and optional dependencies. Installation from sources To install pandas from source you need Cython in addition to the normal dependencies above. Cython can be installed from PyPI: pip install cython In the pandas directory (same one where you found this file after cloning the git repo), execute: pip install . or for installing in development mode : python -m pip install -ve . --no-build-isolation --config-settings editable-verbose=true See the full instructions for installing from source . License BSD 3 Documentation The official documentation is hosted on PyData.org . Background Work on pandas started at AQR (a quantitative hedge fund) in 2008 and has been under active development since then. Getting Help For usage questions, the best place to go to is Stack Overflow . Further, general questions and discussions can also take place on the pydata mailing list",Pandas,github,https://github.com/pandas-dev/pandas,Data Science
SciPy - SciPy Official Docs - Parte 1,"SciPy documentation — SciPy v1.18.0 Manual Skip to main content Back to top Ctrl + K Choose version System Settings Light Dark GitHub Scientific Python Forum Search Ctrl + K SciPy documentation # Date : June 19, 2026 Version : 1.18.0 Download documentation : https://docs.scipy.org/doc/ Useful links : Install | Source Repository | Issues & Ideas | Q&A Support | Forum SciPy (pronounced âSigh Pieâ) is an open-source software for mathematics, science, and engineering. User guide The user guide provides in-depth information on the key concepts of SciPy with useful background information and explanation. To the user guide API reference The reference guide contains a detailed description of the SciPy API. The reference describes how the methods work and which parameters can be used. It assumes that you have an understanding of the key concepts. To the reference guide Building from source Want to build from source rather than use a Python distribution or pre-built SciPy binary? This guide will describe how to set up your build environment, and how to build SciPy itself, including the many options for customizing that build. To the build guide Developer guide Saw a typo in the documentation? Want to improve existing functionalities? The contributing guidelines will guide you through the process of improving SciPy. To the development guide",SciPy,docs,https://docs.scipy.org/doc/scipy/,Data Science
Scikit-learn - Scikit-learn Tutorial - Parte 3,"5, C5.0 and CART 1.10.7. Mathematical formulation 1.10.8. Missing Values Support 1.10.9. Minimal Cost-Complexity Pruning 1.11. Ensembles: Gradient boosting, random forests, bagging, voting, stacking 1.11.1. Gradient-boosted trees 1.11.2. Random forests and other randomized tree ensembles 1.11.3. Bagging meta-estimator 1.11.4. Voting Classifier 1.11.5. Voting Regressor 1.11.6. Stacked generalization 1.11.7. AdaBoost 1.12. Multiclass and multioutput algorithms 1.12.1. Multiclass classification 1.12.2. Multilabel classification 1.12.3. Multiclass-multioutput classification 1.12.4. Multioutput regression 1.13. Feature selection 1.13.1. Removing features with low variance 1.13.2. Univariate feature selection 1.13.3. Recursive feature elimination 1.13.4. Feature selection using SelectFromModel 1.13.5. Sequential Feature Selection 1.13.6. Feature selection as part of a pipeline 1.14. Semi-supervised learning 1.14.1. Self Training 1.14.2. Label Propagation 1.15. Isotonic regression 1.16. Probability calibration 1.16.1. Calibration curves 1.16.2. Calibrating a classifier 1.16.3. Usage 1.17. Neural network models (supervised) 1.17.1. Multi-layer Perceptron 1.17.2. Classification 1.17.3. Regression 1.17.4. Regularization 1.17.5. Algorithms 1.17.6. Complexity 1.17.7. Tips on Practical Use 1.17.8. More control with warm_start 2. Unsupervised learning 2.1. Gaussian mixture models 2.1.1. Gaussian Mixture 2.1.2. Variational Bayesian Gaussian Mixture 2.2. Manifold learning 2.2.1. Introduction",Scikit-learn,tutorial,https://scikit-learn.org/stable/user_guide.html,Data Science
Jupyter - Jupyter GitHub - Parte 1,"GitHub - jupyter/notebook: Jupyter Interactive Notebook · GitHub Skip to content You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Uh oh! There was an error while loading. Please reload this page . jupyter / notebook Public Notifications You must be signed in to change notification settings Fork 5.7k Star 13.3k main Branches Tags Go to file Code Open more actions menu Folders and files Name Name Last commit message Last commit date Latest commit History 13,798 Commits 13,798 Commits .devcontainer .devcontainer .github .github app app binder binder buildutils buildutils docs docs jupyter-config/ jupyter_server_config.d jupyter-config/ jupyter_server_config.d notebook notebook packages packages tests tests ui-tests ui-tests .git-blame-ignore-revs .git-blame-ignore-revs .gitattributes .gitattributes .gitignore .gitignore .pre-commit-config.yaml .pre-commit-config.yaml .prettierignore .prettierignore .prettierrc .prettierrc .readthedocs.yaml .readthedocs.yaml .yarnrc.yml .yarnrc.yml CHANGELOG.md CHANGELOG.md CONTRIBUTING.md CONTRIBUTING.md LICENSE LICENSE README.md README.md RELEASE.md RELEASE.md eslint.config.mjs eslint.config.mjs jupyter-notebook.desktop jupyter-notebook.desktop jupyter.svg jupyter.svg jupyter_config.json jupyter_config.json notebook.svg notebook.svg package.json package.js",Jupyter,github,https://github.com/jupyter/notebook,Data Science
SciPy - SciPy Tutorial - Parte 2,"uctures and Algorithms (scipy.spatial) special Special Functions (scipy.special) stats Statistics (scipy.stats) There are also additional user guides for these topics: Sparse eigenvalue problems with ARPACK - Eigenvalue problem solver using iterative methods Compressed Sparse Graph Routines (scipy.sparse.csgraph) - Compressed Sparse Graph Routines For guidance on organizing and importing functions from SciPy subpackages, refer to the Guidelines for Importing Functions from SciPy . For information on support for parallel execution, thread safety, and security see Parallel execution support in SciPy , Thread Safety in SciPy , and Security respectively. On this page",SciPy,tutorial,https://docs.scipy.org/doc/scipy/tutorial/,Data Science
Jupyter - Jupyter Tutorial - Parte 1,"Project Jupyter Documentation — Jupyter Documentation 4.1.1 alpha documentation Skip to main content Back to top Ctrl + K System Settings Light Dark GitHub Discourse Project Jupyter Documentation # Welcome to the Project Jupyter documentation site. Jupyter is a large umbrella project that covers many different software offerings and tools, including the popular Jupyter Notebook and JupyterLab web-based notebook authoring and editing applications. The Jupyter project and its subprojects all center around providing tools (and standards ) for interactive computing with computational notebooks . What is a Notebook? # Pictured: A computational notebook document, shown inside JupyterLab 📘 Note: Read What is Jupyter? for a detailed look at Jupyter and notebooks. A notebook is a shareable document that combines computer code, plain language descriptions, data, rich visualizations like 3D models, charts, graphs and figures, and interactive controls. A notebook, along with an editor (like JupyterLab), provides a fast interactive environment for prototyping and explaining code, exploring and visualizing data, and sharing ideas with others. Where do I start? # Most people begin with Jupyter by installing an editing application that fits their preferences, like JupyterLab or Jupyter Notebook , and making their first notebook document: Jupyter Notebook offers a simplified, lightweight notebook authoring experience JupyterLab offers a feature-rich, tabbed multi-notebook editing environment",Jupyter,tutorial,https://docs.jupyter.org/en/latest/,Data Science
NumPy - NumPy GitHub - Parte 3,"made a strong commitment to creating an open, inclusive, and positive community. Please read the NumPy Code of Conduct for guidance on how to interact with others in a way that makes our community thrive. Call for Contributions The NumPy project welcomes your expertise and enthusiasm! Small improvements or fixes are always appreciated. If you are considering larger contributions to the source code, please contact us through the mailing list first. Writing code isn’t the only way to contribute to NumPy. You can also: review pull requests help us stay on top of new and old issues develop tutorials, presentations, and other educational materials maintain and improve our website develop graphic design for our brand assets and promotional materials translate website content help with outreach and onboard new contributors write grant proposals and help with other fundraising efforts For more information about the ways you can contribute to NumPy, visit our website . If you’re unsure where to start or how your skills fit in, reach out! You can ask on the mailing list or here, on GitHub, by opening a new issue or leaving a comment on a relevant issue that is already open. Our preferred channels of communication are all public, but if you’d like to speak to us in private first, contact our community coordinators at numpy-team@googlegroups.com or on Slack (write numpy-team@googlegroups.com for an invitation). We also have a biweekly community call, details of which are announced on th",NumPy,github,https://github.com/numpy/numpy,Data Science
Pandas - Pandas Tutorial - Parte 3,"thod Looking up values by index/column labels Index objects Set / reset index Series Assignment and Index Alignment MultiIndex / advanced indexing Hierarchical indexing (MultiIndex) Advanced indexing with hierarchical index Sorting a MultiIndex Take methods Index types Miscellaneous indexing FAQ Copy-on-Write (CoW) Previous behavior Migrating to Copy-on-Write Description Chained Assignment Read-only NumPy arrays Patterns to avoid Copy-on-Write optimizations Merge, join, concatenate and compare concat() merge() DataFrame.join() merge_ordered() merge_asof() compare() Reshaping and pivot tables pivot() and pivot_table() stack() and unstack() melt() and wide_to_long() get_dummies() and from_dummies() explode() crosstab() cut() factorize() Working with text data Text data types Specifying StringDtype explicitly String methods Splitting and replacing strings Concatenation Indexing with .str Extracting substrings Testing for strings that match or contain a pattern Creating indicator variables Behavior differences The four StringDtype variants Method summary Working with missing data Values considered “missing” NA semantics Inserting missing data Calculations with missing data Dropping missing data Filling missing data Duplicate Labels Consequences of Duplicate Labels Duplicate Label Detection Disallowing Duplicate Labels Categorical data Object creation CategoricalDtype Description Working with categories Sorting and order Comparisons Operations Data munging Getting data in/out Miss",Pandas,tutorial,https://pandas.pydata.org/docs/user_guide/index.html,Data Science
NumPy - NumPy GitHub - Parte 4,"ur community coordinators at numpy-team@googlegroups.com or on Slack (write numpy-team@googlegroups.com for an invitation). We also have a biweekly community call, details of which are announced on the mailing list. You are very welcome to join. If you are new to contributing to open source, this guide helps explain why, what, and how to successfully get involved. About The fundamental package for scientific computing with Python. numpy.org Topics numpy python Resources Readme License Code of conduct Code of conduct Contributing Contributing Security policy Security policy Cite this repository Activity Custom properties Stars 32.4k stars Watchers 601 watching Forks 12.6k forks Report repository Releases Sponsor this project Used by Contributors Languages You can’t perform that action at this time.",NumPy,github,https://github.com/numpy/numpy,Data Science
Scikit-learn - Scikit-learn GitHub - Parte 5,"jYm0ZYVUARxuOZqnnw/playlists Facebook : https://www.facebook.com/scikitlearnofficial/ Instagram : https://www.instagram.com/scikitlearnofficial/ TikTok : https://www.tiktok.com/@scikit.learn Bluesky : https://bsky.app/profile/scikit-learn.org Mastodon : https://mastodon.social/@sklearn@fosstodon.org Resources Calendar : https://blog.scikit-learn.org/calendar/ Logos & Branding : https://github.com/scikit-learn/scikit-learn/tree/main/doc/logos Citation If you use scikit-learn in a scientific publication, we would appreciate citations: https://scikit-learn.org/stable/about.html#citing-scikit-learn About scikit-learn: machine learning in Python scikit-learn.org Topics data-analysis data-science machine-learning python statistics Resources Readme BSD-3-Clause license Code of conduct Code of conduct Contributing Contributing Security policy Security policy Cite this repository Activity Custom properties Stars 66.8k stars Watchers 2.1k watching Forks 27.2k forks Report repository Releases Sponsor this project Packages Used by Contributors Languages You can’t perform that action at this time.",Scikit-learn,github,https://github.com/scikit-learn/scikit-learn,Data Science
Scikit-learn - Scikit-learn Tutorial - Parte 7,"rmations 8.1. Pipelines and composite estimators 8.1.1. Pipeline: chaining estimators 8.1.2. Transforming target in regression 8.1.3. FeatureUnion: composite feature spaces 8.1.4. ColumnTransformer for heterogeneous data 8.1.5. Visualizing Composite Estimators 8.2. Feature extraction 8.2.1. Loading features from dicts 8.2.2. Feature hashing 8.2.3. Text feature extraction 8.2.4. Image feature extraction 8.3. Preprocessing data 8.3.1. Standardization, or mean removal and variance scaling 8.3.2. Non-linear transformation 8.3.3. Normalization 8.3.4. Encoding categorical features 8.3.5. Discretization 8.3.6. Imputation of missing values 8.3.7. Generating polynomial features 8.3.8. Custom transformers 8.4. Imputation of missing values 8.4.1. Univariate vs. Multivariate Imputation 8.4.2. Univariate feature imputation 8.4.3. Multivariate feature imputation 8.4.4. Nearest neighbors imputation 8.4.5. Keeping the number of features constant 8.4.6. Marking imputed values 8.4.7. Estimators that handle NaN values 8.5. Unsupervised dimensionality reduction 8.5.1. PCA: principal component analysis 8.5.2. Random projections 8.5.3. Feature agglomeration 8.6. Random Projection 8.6.1. The Johnson-Lindenstrauss lemma 8.6.2. Gaussian random projection 8.6.3. Sparse random projection 8.6.4. Inverse Transform 8.7. Kernel Approximation 8.7.1. Nystroem Method for Kernel Approximation 8.7.2. Radial Basis Function Kernel 8.7.3. Additive Chi Squared Kernel 8.7.4. Skewed Chi Squared Kernel 8.7.5. Polynomi",Scikit-learn,tutorial,https://scikit-learn.org/stable/user_guide.html,Data Science
Jupyter - Jupyter Tutorial - Parte 2,", and making their first notebook document: Jupyter Notebook offers a simplified, lightweight notebook authoring experience JupyterLab offers a feature-rich, tabbed multi-notebook editing environment with additional tools like a customizable interface layout and system console And more… read about additional notebook interfaces here ! You can also develop your own extensions or applications on top of existing Jupyter software. Check out the subproject sites below for more information. More information # These are a few high-level topics to help you learn more about the Jupyter community and ecosystem. Get started with Jupyter Notebook Try the notebook Community Sustainability and growth Architecture What is Jupyter? Contributor Guides How to contribute to the projects Narratives and Use Cases Narratives of common deployment scenarios Release Notes New features, upgrades, deprecation notes, and bug fixes IPython An interactive Python kernel and REPL Reference APIs Installation, Configuration, and Usage Documentation for users Advanced Documentation for advanced use-cases Sub-project documentation # Individual sub-projects are typically organized around a key feature of the Jupyter ecosystem, and have their own community, documentation and governance. Below is a list of documentation for major parts of the Jupyter ecosystem. User Interfaces JupyterLab Jupyter Notebook JupyterLite nbclassic Jupyter Console Qt console Voilà JupyterHub JupyterHub Configurable HTTP proxy Authentica",Jupyter,tutorial,https://docs.jupyter.org/en/latest/,Data Science
Jupyter - Jupyter GitHub - Parte 2,"eslint.config.mjs eslint.config.mjs jupyter-notebook.desktop jupyter-notebook.desktop jupyter.svg jupyter.svg jupyter_config.json jupyter_config.json notebook.svg notebook.svg package.json package.json pixi.lock pixi.lock pyproject.toml pyproject.toml setup.py setup.py tsconfig.eslint.json tsconfig.eslint.json tsconfigbase.json tsconfigbase.json tsconfigbase.test.json tsconfigbase.test.json yarn.lock yarn.lock View all files Repository files navigation Jupyter Notebook The Jupyter notebook is a web-based notebook environment for interactive computing. Maintained versions We maintain the two most recently released major versions of Jupyter Notebook , Classic Notebook v6 and Notebook v7. Notebook v5 is no longer maintained. All Notebook v5 users are strongly advised to upgrade to Classic Notebook v6 as soon as possible. Upgrading to Notebook v7 may require more work, if you use custom extensions, as extensions written for Notebook v5 or Classic Notebook v6 are not compatible with Notebook v7. Notebook v7 The newest major version of Notebook is based on: JupyterLab components for the frontend Jupyter Server for the Python server This represents a significant change to the jupyter/notebook code base. To learn more about Notebook v7: https://jupyter.org/enhancement-proposals/79-notebook-v7/notebook-v7.html Classic Notebook v6 Maintenance and security-related issues only are now being addressed in the 6.5.x branch. It depends on nbclassic for the HTML/JavaScript/CSS assets. New fe",Jupyter,github,https://github.com/jupyter/notebook,Data Science
Scikit-learn - Scikit-learn Tutorial - Parte 1,"User Guide — scikit-learn 1.9.0 documentation Skip to main content Back to top Ctrl + K System Settings Light Dark GitHub Choose version Collapse Sidebar Expand Sidebar User Guide # 1. Supervised learning 1.1. Linear Models 1.1.1. Ordinary Least Squares 1.1.2. Ridge regression and classification 1.1.3. Lasso 1.1.4. Multi-task Lasso 1.1.5. Elastic-Net 1.1.6. Multi-task Elastic-Net 1.1.7. Least Angle Regression 1.1.8. LARS Lasso 1.1.9. Orthogonal Matching Pursuit (OMP) 1.1.10. Bayesian Regression 1.1.11. Logistic regression 1.1.12. Generalized Linear Models 1.1.13. Stochastic Gradient Descent - SGD 1.1.14. Robustness regression: outliers and modeling errors 1.1.15. Quantile Regression 1.1.16. Polynomial regression: extending linear models with basis functions 1.2. Linear and Quadratic Discriminant Analysis 1.2.1. Dimensionality reduction using Linear Discriminant Analysis 1.2.2. Mathematical formulation of the LDA and QDA classifiers 1.2.3. Mathematical formulation of LDA dimensionality reduction 1.2.4. Shrinkage and Covariance Estimator 1.2.5. Estimation algorithms 1.3. Kernel ridge regression 1.4. Support Vector Machines 1.4.1. Classification 1.4.2. Regression 1.4.3. Density estimation, novelty detection 1.4.4. Complexity 1.4.5. Tips on Practical Use 1.4.6. Kernel functions 1.4.7. Mathematical formulation 1.4.8. Implementation details 1.5. Stochastic Gradient Descent 1.5.1. Classification 1.5.2. Regression 1.5.3. Online One-Class SVM 1.5.4. Stochastic Gradient Descent for spa",Scikit-learn,tutorial,https://scikit-learn.org/stable/user_guide.html,Data Science
Pandas - Pandas Tutorial - Parte 5,wing operations Overview Rolling window Weighted window Expanding window Exponentially weighted window Time series / date functionality Overview Timestamps vs. time spans Converting to timestamps Generating ranges of timestamps Timestamp limitations Indexing Time/date components DateOffset objects Time Series-related instance methods Resampling Time span representation Converting between representations Representing out-of-bounds spans Time zone handling Time deltas Parsing Operations Reductions Frequency conversion Attributes TimedeltaIndex Resampling Options and settings Overview Available options Getting and setting options Setting startup options in Python/IPython environment Frequently used options Number formatting Unicode formatting Table schema display Enhancing performance Cython (writing C extensions for pandas) Numba (JIT compilation) Expression evaluation via eval() Scaling to large datasets Load less data Use efficient datatypes Use chunking Use Other Libraries Sparse data structures SparseArray SparseDtype Sparse accessor Sparse calculation Interaction with scipy.sparse Migration guide for the new string data type (pandas 3.0) Background Brief introduction to the new default string dtype Overview of behavior differences and how to address them For existing users of the nullable StringDtype Frequently Asked Questions (FAQ) DataFrame memory usage Using if/truth statements with pandas Mutating with User Defined Function (UDF) methods Missing value representation fo,Pandas,tutorial,https://pandas.pydata.org/docs/user_guide/index.html,Data Science
Scikit-learn - Scikit-learn Tutorial - Parte 8,"nsform 8.7. Kernel Approximation 8.7.1. Nystroem Method for Kernel Approximation 8.7.2. Radial Basis Function Kernel 8.7.3. Additive Chi Squared Kernel 8.7.4. Skewed Chi Squared Kernel 8.7.5. Polynomial Kernel Approximation via Tensor Sketch 8.7.6. Mathematical Details 8.8. Pairwise metrics, Affinities and Kernels 8.8.1. Cosine similarity 8.8.2. Linear kernel 8.8.3. Polynomial kernel 8.8.4. Sigmoid kernel 8.8.5. RBF kernel 8.8.6. Laplacian kernel 8.8.7. Chi-squared kernel 8.9. Transforming the prediction target ( y ) 8.9.1. Label binarization 8.9.2. Label encoding 9. Dataset loading utilities 9.1. Toy datasets 9.1.1. Iris plants dataset 9.1.2. Diabetes dataset 9.1.3. Optical recognition of handwritten digits dataset 9.1.4. Linnerrud dataset 9.1.5. Wine recognition dataset 9.1.6. Breast cancer Wisconsin (diagnostic) dataset 9.2. Real world datasets 9.2.1. The Olivetti faces dataset 9.2.2. The 20 newsgroups text dataset 9.2.3. The Labeled Faces in the Wild face recognition dataset 9.2.4. Forest covertypes 9.2.5. RCV1 dataset 9.2.6. Kddcup 99 dataset 9.2.7. California Housing dataset 9.2.8. Species distribution dataset 9.3. Generated datasets 9.3.1. Generators for classification and clustering 9.3.2. Generators for regression 9.3.3. Generators for manifold learning 9.3.4. Generators for decomposition 9.4. Loading other datasets 9.4.1. Sample images 9.4.2. Datasets in svmlight / libsvm format 9.4.3. Downloading datasets from the openml.org repository 9.4.4. Loading from external",Scikit-learn,tutorial,https://scikit-learn.org/stable/user_guide.html,Data Science
Jupyter - Jupyter GitHub - Parte 3,"ook-v7/notebook-v7.html Classic Notebook v6 Maintenance and security-related issues only are now being addressed in the 6.5.x branch. It depends on nbclassic for the HTML/JavaScript/CSS assets. New features and continuous improvement is now focused on Notebook v7 (see section above). If you have an open pull request with a new feature or if you were planning to open one, we encourage switching over to the Jupyter Server and JupyterLab architecture, and distribute it as a server extension and / or JupyterLab prebuilt extension. That way your new feature will also be compatible with the new Notebook v7. Jupyter notebook, the language-agnostic evolution of IPython notebook Jupyter notebook is a language-agnostic HTML notebook application for Project Jupyter. In 2015, Jupyter notebook was released as a part of The Big Split™ of the IPython codebase. IPython 3 was the last major monolithic release containing both language-agnostic code, such as the IPython notebook , and language specific code, such as the IPython kernel for Python . As computing spans across many languages, Project Jupyter will continue to develop the language-agnostic Jupyter notebook in this repo and with the help of the community develop language specific kernels which are found in their own discrete repos. The Big Split™ announcement Jupyter Ascending blog post Installation You can find the installation documentation for the Jupyter platform, on ReadTheDocs . The documentation for advanced usage of Jupyter no",Jupyter,github,https://github.com/jupyter/notebook,Data Science
Matplotlib - Matplotlib GitHub - Parte 1,"GitHub - matplotlib/matplotlib: matplotlib: plotting with Python · GitHub Skip to content You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Uh oh! There was an error while loading. Please reload this page . matplotlib / matplotlib Public Uh oh! There was an error while loading. Please reload this page . Notifications You must be signed in to change notification settings Fork 8.4k Star 23k main Branches Tags Go to file Code Open more actions menu Folders and files Name Name Last commit message Last commit date Latest commit History 55,010 Commits 55,010 Commits .circleci .circleci .devcontainer .devcontainer .github .github LICENSE LICENSE ci ci doc doc extern extern galleries galleries lib lib src src subprojects subprojects tools tools .appveyor.yml .appveyor.yml .clang-tidy .clang-tidy .coveragerc .coveragerc .git-blame-ignore-revs .git-blame-ignore-revs .git_archival.txt .git_archival.txt .gitattributes .gitattributes .gitignore .gitignore .mailmap .mailmap .matplotlib-repo .matplotlib-repo .meeseeksdev.yml .meeseeksdev.yml .pre-commit-config.yaml .pre-commit-config.yaml .svglintrc.mjs .svglintrc.mjs .yamllint.yml .yamllint.yml CITATION.bib CITATION.bib CITATION.cff CITATION.cff CODE_OF_CONDUCT.md CODE_OF_CONDUCT.md INSTALL.rst INSTALL.rst README.md README.md SECURITY.md SECURITY.md az",Matplotlib,github,https://github.com/matplotlib/matplotlib,Data Science
Scikit-learn - Scikit-learn Tutorial - Parte 5,location (LDA) 2.6. Covariance estimation 2.6.1. Empirical covariance 2.6.2. Shrunk Covariance 2.6.3. Sparse inverse covariance 2.6.4. Robust Covariance Estimation 2.7. Novelty and Outlier Detection 2.7.1. Overview of outlier detection methods 2.7.2. Novelty Detection 2.7.3. Outlier Detection 2.7.4. Novelty detection with Local Outlier Factor 2.8. Density Estimation 2.8.1. Density Estimation: Histograms 2.8.2. Kernel Density Estimation 2.9. Neural network models (unsupervised) 2.9.1. Restricted Boltzmann machines 3. Model selection and evaluation 3.1. Cross-validation: evaluating estimator performance 3.1.1. Computing cross-validated metrics 3.1.2. Cross validation iterators 3.1.3. A note on shuffling 3.1.4. Cross validation and model selection 3.1.5. Permutation test score 3.2. Tuning the hyper-parameters of an estimator 3.2.1. Exhaustive Grid Search 3.2.2. Randomized Parameter Optimization 3.2.3. Searching for optimal parameters with successive halving 3.2.4. Tips for parameter search 3.2.5. Alternatives to brute force parameter search 3.3. Tuning the decision threshold for class prediction 3.3.1. Post-tuning the decision threshold 3.4. Metrics and scoring: quantifying the quality of predictions 3.4.1. Which scoring function should I use? 3.4.2. Scoring API overview 3.4.3. The scoring parameter: defining model evaluation rules 3.4.4. Classification metrics 3.4.5. Multilabel ranking metrics 3.4.6. Regression metrics 3.4.7. Clustering metrics 3.4.8. Dummy estimators 3.5. Vali,Scikit-learn,tutorial,https://scikit-learn.org/stable/user_guide.html,Data Science
Matplotlib - Matplotlib Tutorial - Parte 1,"Tutorials — Matplotlib 3.11.1 documentation Skip to main content Back to top Ctrl + K Plot types User guide Tutorials Examples Reference Contribute Releases Choose version Gitter Discourse GitHub Tutorials # This page contains a few tutorials for using Matplotlib. For the old tutorials, see below . For shorter examples, see our examples page . You can also find external resources and a FAQ in our user guide . Pyplot tutorial Pyplot tutorial Coding shortcuts Coding shortcuts Image tutorial Image tutorial The Lifecycle of a Plot The Lifecycle of a Plot Artist tutorial Artist tutorial Download all examples in Python source code: tutorials_python.zip Download all examples in Jupyter notebooks: tutorials_jupyter.zip User guide tutorials # Many of our tutorials were moved from this section to Using Matplotlib : Introductory # Quick start guide Customizing Matplotlib with style sheets and rcParams Animations using Matplotlib Intermediate # Legend guide Styling with cycler Constrained layout guide Tight layout guide Arranging multiple Axes in a Figure Axis autoscaling Positioning and orientation of imshow images Advanced # Faster rendering by using blitting Path Tutorial Path effects guide Transformations Tutorial Colors # See Colors . Text # See Text . Toolkits # See User Toolkits . On this page",Matplotlib,tutorial,https://matplotlib.org/stable/tutorials/,Data Science
Pandas - Pandas GitHub - Parte 1,"GitHub - pandas-dev/pandas: Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more · GitHub Skip to content You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Uh oh! There was an error while loading. Please reload this page . pandas-dev / pandas Public Uh oh! There was an error while loading. Please reload this page . Notifications You must be signed in to change notification settings Fork 20.2k Star 49.3k main Branches Tags Go to file Code Open more actions menu Folders and files Name Name Last commit message Last commit date Latest commit History 38,460 Commits 38,460 Commits .github .github LICENSES LICENSES asv_bench asv_bench ci ci doc doc pandas pandas scripts scripts subprojects subprojects typings typings web web .gitattributes .gitattributes .gitignore .gitignore .pre-commit-config.yaml .pre-commit-config.yaml AGENTS.md AGENTS.md AUTHORS.md AUTHORS.md CITATION.cff CITATION.cff LICENSE LICENSE README.md README.md codecov.yml codecov.yml environment.yml environment.yml generate_pxi.py generate_pxi.py generate_version.py generate_version.py meson.build meson.build pixi.lock pixi.lock pixi.toml pixi.toml pyproject.toml pyproject.toml pyright_reportGeneralTypeIssues.j",Pandas,github,https://github.com/pandas-dev/pandas,Data Science
